row_kind,reason,family,name_a,name_b,label,confidence,base_is,generic_is,yield_qty,yield_unit,co_harvestable,judge_reason,signature,straddles_processing,contradiction_detail,hans_verdict,hans_notes
SPOTCHECK,auto_accepted_spot_check,allium,large yellow onion,red onion,DISTINCT,high,,,,,,Yellow versus red onion.,large|red|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,fresh tomatoes,whole canned tomatoes,DISTINCT,high,,,,,,Fresh produce vs a can.,canned|fresh|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,"red onion, thinly sliced",white onion,DISTINCT,high,,,,,,Red versus white onion.,red|sliced|thinly|white,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,"yellow onions, finely diced","yellow onions, thinly sliced",SYNONYM,high,,,,,,"Same yellow onion, two cuts.",diced|finely|sliced|thinly,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,condensed tomato soup,tomato,DISTINCT,high,,,,,,Canned condensed soup is a separate product from tomatoes.,condensed|soup,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned san marzano crushed tomatoes,canned whole san marzano tomatoes,DISTINCT,high,,,,,,Crushed vs whole: different cans.,crushed|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,crushed fire-roasted tomatoes,fire-roasted diced tomatoes,DISTINCT,high,,,,,,Crushed vs diced: different cans.,crushed|diced,true,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,green bell pepper,large bell peppers,DISTINCT,high,,,,,,Colour axis vs size axis; neither covers the other.,green|large,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,yellow onion,"yellow onions, finely diced",SYNONYM,high,,,,,,Fine dicing transforms the whole purchase.,diced|finely,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,leeks,"leeks, white and light green parts only",COMPONENT,high,leeks,,0.5,each,true,"The dark green tops are discarded, so a leek yields only about half its length.",green|light|only|part|white,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned crushed tomatoes,diced tomatoes,DISTINCT,high,,,,,,Crushed can vs diced can.,canned|crushed|diced,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,chili-garlic sauce,garlic,DISTINCT,high,,,,,,Bottled chili-garlic sauce is a different product from fresh garlic.,chili|sauce,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,diced white onion,medium yellow onion,DISTINCT,high,,,,,,"White versus yellow onion; both qualified, different products.",diced|medium|white|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,crushed tomatoes,whole peeled tomatoes,DISTINCT,high,,,,,,Crushed can vs whole peeled can.,crushed|peeled|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned whole peeled tomatoes,ripe tomato,DISTINCT,high,,,,,,Canned vs fresh produce.,canned|peeled|ripe|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned san marzano crushed tomatoes,canned san marzano whole tomatoes,DISTINCT,high,,,,,,Crushed vs whole: different cans.,crushed|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,garlic,"garlic, minced",SYNONYM,high,,,,,,Mincing transforms the whole purchase.,minced,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,onion,"red onion, thinly sliced",SUBSUMES,high,,onion,,,,Bare generic 'onion' subsumes red onion (slicing is only prep).,red|sliced|thinly,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned san marzano whole peeled tomatoes,san marzano crushed tomatoes,DISTINCT,high,,,,,,Whole peeled vs crushed: different cans.,canned|crushed|peeled|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,scallions,"scallions, thinly sliced, for garnish",SYNONYM,high,,,,,,Slicing transforms the whole bunch; garnish note is irrelevant to purchase.,garnish|sliced|thinly,false,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,coarsely ground black pepper,roasted red peppers,DISTINCT,high,,,,,,Spice vs roasted vegetable.,black|coarsely|ground|red|roasted,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,large yellow onion,"white onion, diced",DISTINCT,high,,,,,,Yellow versus white onion.,diced|large|white|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned san marzano whole tomatoes,whole peeled san marzano tomatoes,SYNONYM,high,,,,,,"Same can, phrasing differs.",canned|peeled,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,beefsteak tomato,"beefsteak tomatoes, thinly sliced",SYNONYM,high,,,,,,"Slicing transforms; nothing discarded, same purchase.",sliced|thinly,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,red onion,sliced green onions,DISTINCT,high,,,,,,Red bulb onion versus green onions.,green|red|sliced,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,"yellow onion, roughly chopped","yellow onions, thinly sliced",SYNONYM,high,,,,,,"Same yellow onion, two cuts.",chopped|roughly|sliced|thinly,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned whole san marzano tomatoes,crushed san marzano tomatoes,DISTINCT,high,,,,,,Whole vs crushed: different cans.,canned|crushed|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned whole peeled tomatoes,whole canned tomatoes,SYNONYM,high,,,,,,Same can; canned whole tomatoes are peeled.,peeled,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned diced tomatoes,ripe tomato,DISTINCT,high,,,,,,Canned diced vs fresh ripe tomato.,canned|diced|ripe,true,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,"black pepper, ground",white pepper,DISTINCT,high,,,,,,Different spices.,black|ground|white,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,large yellow onion,onion,SUBSUMES,high,,onion,,,,'onion' is the bare generic and is satisfied by a large yellow onion.,large|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,diced white onion,"white onion, roughly chopped",SYNONYM,high,,,,,,"Both are the same white onion, cut differently; nothing discarded.",chopped|diced|roughly,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,green onions,"yellow onion, diced",DISTINCT,high,,,,,,Green onions versus yellow bulb onion.,diced|green|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,jarred roasted red peppers,white pepper,DISTINCT,high,,,,,,Jarred vegetable vs a spice.,jarred|red|roasted|white,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,sun-dried tomatoes in oil,tomato,DISTINCT,high,,,,,,Sun-dried tomatoes packed in oil are a separate pantry product.,dried|oil|sun,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,diced white onion,"red onion, thinly sliced",DISTINCT,high,,,,,,White versus red onion; prep wording does not bridge the colour difference.,diced|red|sliced|thinly|white,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,san marzano whole peeled tomatoes,whole san marzano tomatoes,SYNONYM,high,,,,,,Same can; canned whole San Marzanos are peeled.,peeled,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,san marzano whole peeled tomatoes,whole peeled tomatoes,SUBSUMES,high,,whole peeled tomatoes,,,,Generic whole peeled tomatoes vs San Marzano-specific.,marzano|san,false,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,green bell pepper,roasted red bell pepper,DISTINCT,high,,,,,,Different colour and different preparation.,green|red|roasted,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,red onion,white onion,DISTINCT,high,,,,,,Red versus white onion.,red|white,false,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,"black pepper, coarsely ground",coarsely ground black pepper,SYNONYM,high,,,,,,"Same product, word order only.",(identical),false,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,coarsely ground black pepper,white pepper,DISTINCT,high,,,,,,Different spices.,black|coarsely|ground|white,true,,,
SPOTCHECK,auto_accepted_spot_check,oil_fat,extra virgin olive oil,extra-virgin olive oil,SYNONYM,high,,,,,,"Identical name, hyphenation only.",(identical),false,,,
