ingredientId,ingredientName,decision,fdcId,usdaDescription,dataType,cal100g,protein100g,carbs100g,fat100g,aiReason,candidateCount
8e7dc0de-9696-4acc-b89f-eae12edffe67,sandwich bread,AUTO,167597,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",SR Legacy,320,3.13,52.8,10.7,,25
16cb2019-31e3-44d8-9b18-2956387e7dab,scallions,AUTO,170005,"Onions, spring or scallions (includes tops and bulb), raw",SR Legacy,32,1.83,7.34,0.19,,2
e85481ea-01c9-4b7a-991d-8975286dcf9b,sesame oil,AUTO,171016,"Oil, sesame, salad or cooking",SR Legacy,884,0,0,100,,25
019aac74-201a-4b00-9ed1-18180dacc1b6,sesame seeds,AUTO,170150,"Seeds, sesame seeds, whole, dried",SR Legacy,573,17.7,23.4,49.7,,25
1a8d88c4-b9c0-437b-9b60-03e9a4c8c4b2,shallot,AUTO,170499,"Shallots, raw",SR Legacy,72,2.5,16.8,0.1,,3
0a7b4c4a-eef9-48ee-8511-246e2dda9eac,sharp cheddar,AUTO,170899,"Cheese, cheddar, sharp, sliced",SR Legacy,410,24.2,2.13,33.8,,20
a6d28768-dd9a-470b-80f4-d1ece5b3e000,sharp cheddar cheese,AUTO,170899,"Cheese, cheddar, sharp, sliced",SR Legacy,410,24.2,2.13,33.8,,25
59eed004-2bb0-4936-b3fc-10f160a52ad9,shaved parmesan cheese,AI_PICK,173431,"Cheese, parmesan, shredded",SR Legacy,415,37.9,3.41,27.3,"Shaved parmesan is a form of shredded parmesan cheese, making this the closest match to the ingredient as written",25
c43dc8b1-e89d-45be-9750-b058be8fc8ae,shredded cheddar cheese,AI_PICK,328637,"Cheese, cheddar",Foundation,408,23.3,2.44,34,"Plain cheddar cheese in generic form, closest match to 'shredded cheddar cheese' without additional modifiers",25
528c0eda-2b60-4585-9ecd-944835b94679,shredded coleslaw mix,MISS,,,,,,,,No candidate matches raw/uncooked shredded coleslaw mix; all candidates are prepared coleslaw dishes or dressings,25
f23e6a07-a315-423f-ba32-423830672a32,shredded iceberg lettuce,MISS,,,,,,,,"AI picked ""Lettuce, iceberg, raw"" but its macros are incomplete",25
86b2a7d7-9948-4fed-b3ef-0b9db7b5906b,shredded low-moisture mozzarella,AUTO,170900,"Cheese, mozzarella, low moisture, part-skim, shredded",SR Legacy,304,23.6,8.06,19.7,,25
6ff7c7ab-c7fd-424c-b187-ed7c02e28428,shredded mexican blend cheese,AI_PICK,171288,"Cheese, Mexican blend",SR Legacy,384,23.5,0.13,32.1,"Exact match for Mexican blend cheese, plain unprepared form",25
49cf59be-946e-4c1e-93c0-a826869319b8,shredded mexican cheese blend,AI_PICK,171288,"Cheese, Mexican blend",SR Legacy,384,23.5,0.13,32.1,"Direct match for Mexican blend cheese in shredded form, plain and unprepared",25
3c093b24-205a-4188-9465-28360df79385,shredded monterey jack cheese,MISS,,,,,,,,"AI picked ""Cheese, monterey jack, solid"" but its macros are incomplete",25
971a225b-6392-44ac-b001-42c0bb54fb9e,shredded mozzarella cheese,AUTO,170900,"Cheese, mozzarella, low moisture, part-skim, shredded",SR Legacy,304,23.6,8.06,19.7,,25
473ef450-5398-4263-8c0c-206a998f1d4d,shrimp,AUTO,175180,"Crustaceans, shrimp, cooked",SR Legacy,99,24,0.2,0.28,,19
5061c4fe-a936-4c8f-9d04-9a530442ee3f,skirt steak,AUTO,172159,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",SR Legacy,195,20.1,0,12.8,,25
d671bbd6-638d-40ce-bb5d-77518b2fce0b,sliced black olives,MISS,,,,,,,,"No candidate matches black olives; candidates are meats, cheeses, spices, and oils",25
e00a8d80-5560-4f8b-a533-174421371a1d,sliced jalapeño,MISS,,,,,,,,None of the candidates are jalapeño peppers; all are processed meat or prepared fruit products,25
9729ffd4-cf4f-4a3f-9724-0d7775236111,small corn tortilla,AUTO,169829,"Tortilla, blue corn, Sakwavikaviki (Hopi)",SR Legacy,276,7.83,58.1,1.4,,25
d8ed1a6a-c402-47d6-9942-516238dc8e51,small flour tortilla,AUTO,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",SR Legacy,306,8.2,49.4,7.99,,25
6e4409ac-84d5-4cda-845b-234b219a9194,smoked paprika,AI_PICK,171329,"Spices, paprika",SR Legacy,282,14.1,54,12.9,Paprika spice is the only candidate that matches smoked paprika as a spice ingredient; other candidates are prepared meat products,25
1a972d92-8735-4aa7-8f0e-a2364a0e0b7f,smoked sausage,AUTO,174584,"Sausage, smoked link sausage, pork",SR Legacy,309,12,0.94,28.2,,25
01689966-95b5-4f03-976a-d148d347db5f,sour cream,AUTO,171257,"Cream, sour, cultured",SR Legacy,198,2.44,4.63,19.4,,25
3097daa0-ba99-49a2-9346-e1ea97f86de8,soy sauce,AUTO,174278,Soy sauce made from soy (tamari),SR Legacy,60,10.5,5.57,0.1,,25
0a3b1c67-3ba5-4b3c-b180-be4b2cdc0fd1,spaghetti,AUTO,169845,"DENNY'S, spaghetti and meatballs",SR Legacy,170,7.84,15.5,8.52,,25
29c60410-87e6-44c5-a10c-bc21d7469b11,spiced & diced green chiles,MISS,,,,,,,,"No candidate matches diced green chiles; closest option (peppers, hot chile, sun-dried) is a different chile variety and preparation method",25
cef4f185-2aa4-44bd-874b-5e5a556c434d,strawberries,AUTO,167762,"Strawberries, raw",SR Legacy,32,0.67,7.68,0.3,,25
97cfece8-f2a4-4c18-86e6-c8402ea90420,sugar,AUTO,170674,"Sugar, turbinado",SR Legacy,399,0,99.8,0,,25
9c6fc8d9-b44a-4c53-833a-0bd94763e39d,sweet pickle relish,AUTO,168561,"Pickle relish, sweet",SR Legacy,130,0.37,35.1,0.47,,25
c538d854-f369-4e0c-baf8-7839f2782c4a,sweet potato,AUTO,169303,"Sweet potato leaves, raw",SR Legacy,42,2.49,8.82,0.51,,25
c6669ccf-e4bd-4dbb-9b58-653e38aad6b6,sweet relish,AUTO,168561,"Pickle relish, sweet",SR Legacy,130,0.37,35.1,0.47,,25
929e2132-88e2-437d-9ccb-06656cbbf2b4,swiss cheese,AUTO,746767,"Cheese, swiss",Foundation,393,27,1.44,31,,25
5c2604b4-2b33-4955-a12a-b81469c3d3bd,taco seasoning,AUTO,172243,"Seasoning mix, dry, taco, original",SR Legacy,322,4.5,58,0,,25
b8058f00-20ce-4ef5-a0fb-16372dec23c0,taco shells,AUTO,172800,"Taco shells, baked",SR Legacy,476,6.41,63.5,21.8,,25
cf8b8e57-7275-4ffd-8a08-c173691668a6,tahini,AUTO,168604,"Seeds, sesame butter, tahini, type of kernels unspecified",SR Legacy,592,17.4,21.5,53,,4
db5d024f-450c-4aa3-88ff-1e60f18dba82,tamarind paste,MISS,,,,,,,,"No candidate is tamarind paste; candidates are either whole tamarind, tamarind candy, tamarind nectar, or non-tamarind pastes",7
9126e99a-8317-405a-b7ca-623803e35bbb,teriyaki sauce,AUTO,171167,"Sauce, teriyaki, ready-to-serve",SR Legacy,89,5.93,15.6,0.02,,25
15a6bcdc-e79e-46ac-b9bc-38dd09129dca,thick-cut bacon,MISS,,,,,,,,"No candidate matches regular pork bacon; available options are meatless bacon, turkey bacon, or Canadian bacon",25
722a1617-4b36-4911-98a0-50e42446b3b9,thick-cut white sandwich bread,AI_PICK,167598,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",SR Legacy,298,5.4,51.2,8.02,"Only candidate that is a plain white sandwich bread product, though branded; others are prepared sandwiches or non-bread items",25
56383d18-4421-4893-8dd7-be0f9ce50b7f,tikka masala paste,MISS,,,,,,,,"Tikka masala paste is a spiced curry paste, not represented by any candidate which are nut/seed pastes or tomato products",5
1237e572-952f-4b11-b765-50880aa67dc8,tomato,AUTO,170461,Tomato powder,SR Legacy,302,12.9,74.7,0.44,,25
9d9f5824-625e-43b8-b6e0-a97d8e1a262d,tomato paste,AUTO,170459,"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",SR Legacy,82,4.32,18.9,0.47,,25
69982c27-e9e2-42fa-8602-f287a3d0e85e,tomato sauce,AUTO,170463,"Tomato products, canned, sauce, with tomato tidbits",SR Legacy,32,1.32,7.09,0.39,,25
4a9e7eb5-4a1b-4c63-b31c-1b04b4d95d44,tomatoes,AUTO,170461,Tomato powder,SR Legacy,302,12.9,74.7,0.44,,25
c67fae8f-a753-4607-898d-511b3d826b17,tortilla chips,AUTO,167559,"Snacks, tortilla chips, nacho cheese",SR Legacy,519,7.36,60.8,27.4,,25
edeffc3b-ec52-463c-80e0-c996aedce9e5,unsalted butter,MISS,,,,,,,,"AI picked ""Butter, stick, unsalted"" but its macros are incomplete",25
f352003c-7645-4104-a5cf-1b2e8272d949,vanilla ice cream,AUTO,167575,"Ice creams, vanilla",SR Legacy,207,3.5,23.6,11,,25
1de9bb8d-747b-4ad7-9e78-dacdccfd9b81,vegetable broth,AUTO,171180,"Soup, SWANSON, vegetable broth",SR Legacy,6,0.23,1.02,0.07,,25
c79df015-203b-4736-b591-96fac80b8314,vegetable oil,AUTO,172370,"Oil, vegetable, soybean, refined",SR Legacy,884,0,0,100,,25
0950e8ee-4506-49b9-a1c1-fee0a256c30d,water,AUTO,169301,"Water convolvulus,raw",SR Legacy,19,2.6,3.13,0.2,,25
fa764309-73b4-4497-9c21-799022cbe6b3,white onion,AUTO,1104962,"Onions, white, raw",Foundation,35,0.89,7.68,0.13,,25
2a6267fa-0479-4947-81fd-08e4813db840,white sandwich bread,AUTO,170709,"Fast foods, submarine sandwich, meatball marinara on white bread",SR Legacy,219,9.77,26,8.45,,25
ca5403ee-fdf5-4497-bb56-9f831cd49acf,white vinegar,AI_PICK,172237,"Vinegar, distilled",SR Legacy,18,0,0.04,0,Distilled vinegar is the standard white vinegar used in cooking,25
6eb317aa-fc54-44a6-bfae-edc5c12784c5,white wine,AUTO,174837,"Alcoholic beverage, wine, table, white",SR Legacy,82,0.07,2.6,0,,25
3fc51764-36ed-4ce1-82fb-b254bbca36bb,white wine vinegar,MISS,,,,,,,,"None of the candidates are white wine vinegar; they are either red wine vinegar or white wine (alcoholic beverage), not vinegar",25
01970db2-fbfb-4e98-9297-f5fbe32e9be5,whole chicken,AUTO,170795,"School Lunch, chicken nuggets, whole grain breaded",SR Legacy,270,15.7,22.9,12.9,,25
d10747ca-9444-4fcc-bdd1-5153c4f9aa48,whole milk,AUTO,170845,"Cheese, mozzarella, whole milk",SR Legacy,299,22.2,2.4,22.1,,25
b4f50ccf-b7e1-4a12-a3b6-90f11fbe8007,whole milk ricotta cheese,AUTO,746766,"Cheese, ricotta, whole milk",Foundation,157,7.81,6.86,11,,25
1180f321-0176-43e1-be93-c067b4d7847a,whole nutmeg,AUTO,172335,"Oil, nutmeg butter",SR Legacy,884,0,0,100,,25
11bd8ab0-59b3-4c6c-8373-454d6a808140,whole-grain mustard,MISS,,,,,,,,None of the candidates are mustard; all are grain-based products,25
db7189e4-bb7e-414c-9596-48d863f43bea,wide egg noodle,AI_PICK,169731,"Noodles, egg, dry, enriched",SR Legacy,384,14.2,71.3,4.44,"Dry egg noodles in enriched form is the most generic, unprepared state matching 'wide egg noodle'",25
32d5e6a9-d0a1-4f98-afb9-e298d542161b,wide egg noodles,AI_PICK,169731,"Noodles, egg, dry, enriched",SR Legacy,384,14.2,71.3,4.44,"Dry egg noodles in enriched form is the most generic, unprepared match for wide egg noodles as written",25
7a30edab-2b3d-4204-86a7-f98b3f9f2ff9,wild rice,AUTO,168897,"Wild rice, cooked",SR Legacy,101,3.99,21.3,0.34,,25
d4273123-63d2-42e5-96fe-86af868d36f0,wood smoking chips,MISS,,,,,,,,"Wood smoking chips are a cooking tool/ingredient, not a food item; all candidates are prepared meat products",25
92080c2d-aae6-4abf-bcdc-49b9f928138a,wooden or metal skewers,MISS,,,,,,,,no USDA candidates,0
0b887e03-135c-4881-b348-c606105b3e87,worcestershire sauce,AUTO,171610,"Sauce, worcestershire",SR Legacy,77,0,19.2,0,,25
75307f60-f5fc-40ae-97e6-1e713c5b2abf,yellow bell pepper,MISS,,,,,,,,"AI picked ""Peppers, bell, yellow, raw"" but its macros are incomplete",25
b1cce1aa-0acd-4dc8-8bbb-08e698bd5aca,yellow mustard,AUTO,326698,"Mustard, prepared, yellow",Foundation,61,4.25,5.3,3.38,,25
d948945b-f4fc-4eb6-bb46-ccb9ae721b16,yellow on-yon,AI_PICK,790646,"Onions, yellow, raw",Foundation,38,0.83,8.61,0.05,"""yellow on-yon"" is a misspelling of ""yellow onion""; candidate 5 is raw onions in their plain, unprepared form",25
34744d96-c0b0-4e57-a118-06b41523a02c,yellow onion,AUTO,790646,"Onions, yellow, raw",Foundation,38,0.83,8.61,0.05,,25
dfef6d3a-64a5-47aa-82f5-64fa45447a5b,yellow pooping onion,AI_PICK,790646,"Onions, yellow, raw",Foundation,38,0.83,8.61,0.05,"Yellow onion raw is the plain, unprepared form matching 'yellow onion' in the ingredient name; 'pooping' appears to be a typo or colloquial descriptor",25
bd6c6905-10e9-4cd4-b096-13e0e25342c9,yellow potato,AUTO,169764,"Potatoes, yellow fleshed, french fried, frozen, unprepared",SR Legacy,162,2.47,25,5.84,,25
2cf2cfbb-72f0-408e-ae29-43fb0690bd55,yukon gold potato,MISS,,,,,,,,"AI picked ""Potatoes, gold, without skin, raw"" but its macros are incomplete",25
259d8f7b-86b0-4960-9d30-d75700868a11,zucchini,AUTO,168565,"Squash, zucchini, baby, raw",SR Legacy,21,2.71,3.11,0.4,,9
