provenance,needs_review,family,name_a,name_b,label,confidence,base_is,generic_is,yield_qty,yield_unit,co_harvestable,judge_reason
arbiter-resolved,AUTO,herb,fresh basil,fresh thai basil,DISTINCT,high,,,,,,"Bare ""fresh basil"" means sweet/Genovese basil, the default variety and a sibling of Thai basil, not its parent. The family already treats fresh basil leaves ~ fresh thai basil leaves as DISTINCT at high confidence."
arbiter-resolved,AUTO,herb,fresh basil,fresh thai basil leaves,DISTINCT,high,,,,,,Sweet basil and Thai basil are different varieties sold as different bunches; a shopper with one must still buy the other.
ai-judged,AUTO,herb,fresh cilantro,fresh cilantro leaves,COMPONENT,high,fresh cilantro,,1,cup,true,Leaves only discards the stems of the purchased bunch.
arbiter-resolved,AUTO,herb,fresh cilantro,fresh cilantro sprigs,COMPONENT,medium,fresh cilantro,,20,each,false,Sprigs are taken from the purchased bunch of fresh cilantro; matches the cilantro ~ fresh cilantro sprigs verdict.
ai-judged,AUTO,herb,fresh cilantro,fresh cilantro stems,COMPONENT,high,fresh cilantro,,0.5,cup,true,Stems only uses part of the purchased bunch; the leaves are set aside.
arbiter-resolved,AUTO,herb,fresh flat-leaf parsley leaves,fresh parsley,COMPONENT,medium,fresh parsley,,2,cup,true,"These names differ on two axes, but the purchasable item is the bunch of fresh parsley and the leaves are derived from it by stemming; the variety qualifier is secondary. Base is the second name."
arbiter-resolved,AUTO,herb,fresh flat-leaf parsley leaves,parsley,COMPONENT,medium,parsley,,2,cup,true,"""Parsley"" is the bunch you buy; the picked leaves are derived from it, with the stems remaining usable. Same treatment as the fresh-parsley version of this pair."
ai-judged,AUTO,herb,fresh flat-leaf parsley,fresh flat-leaf parsley leaves,COMPONENT,high,fresh flat-leaf parsley,,1,cup,true,Leaves only discards the stems of the bunch you buy.
arbiter-resolved,AUTO,herb,fresh flat-leaf parsley,fresh parsley,SUBSUMES,medium,,fresh parsley,,,,"Neither name names a plant part, so the only difference is variety specificity: ""fresh parsley"" is the generic covering curly and flat-leaf. Pairs that add ""leaves"" are COMPONENT because of the extra derivation axis, which is why both labels legitimately appear in this signature."
arbiter-resolved,AUTO,herb,fresh flat-leaf parsley,parsley,SUBSUMES,medium,,parsley,,,,"Same as flat-leaf parsley ~ parsley: bare ""parsley"" is the generic, flat-leaf the specific variety; the ""fresh"" token is a no-op for this herb."
ai-judged,AUTO,herb,fresh mint,fresh mint leaves,COMPONENT,high,fresh mint,,1,cup,true,Leaves only discards the mint stems from the purchased bunch.
ai-judged,AUTO,herb,fresh oregano,fresh oregano leaves,COMPONENT,high,fresh oregano,,4,tbsp,true,Picking oregano leaves discards the woody stems of the purchase.
arbiter-resolved,AUTO,herb,fresh parsley,parsley,SYNONYM,high,,,,,,"Bare ""parsley"" in recipe usage means the fresh bunch, so the two names buy exactly the same thing; that is compatible with dried parsley being a DISTINCT jar."
arbiter-resolved,AUTO,herb,fresh rosemary,fresh rosemary sprigs,COMPONENT,medium,fresh rosemary,,8,each,false,You buy a package/bunch of fresh rosemary and take sprigs from it; each sprig used consumes part of the package.
ai-judged,AUTO,herb,fresh sage,fresh sage leaves,COMPONENT,high,fresh sage,,0.5,cup,true,Leaves only discards the sage stems from the purchase.
ai-judged,AUTO,herb,fresh tarragon,fresh tarragon leaves,COMPONENT,high,fresh tarragon,,3,tbsp,true,Leaves only discards the tarragon stems from the purchase.
ai-judged,AUTO,herb,fresh thai basil leaves,thai basil,COMPONENT,high,thai basil,,1,cup,true,You buy Thai basil and pick the leaves off; the stems are waste.
ai-judged,AUTO,herb,fresh thai basil,fresh thai basil leaves,COMPONENT,high,fresh thai basil,,1,cup,true,Leaves only discards the stems of the Thai basil bunch.
arbiter-resolved,AUTO,herb,fresh thai basil,thai basil,SYNONYM,high,,,,,,"Thai basil is sold only fresh; both names buy the same bunch. The flagged conflict comes from lumping in the ""leaves"" pairs, which differ on plant part."
ai-judged,AUTO,herb,fresh thyme,fresh thyme leaves,COMPONENT,high,fresh thyme,,2,tbsp,true,Stripping thyme leaves discards the woody stems of the purchase.
arbiter-resolved,AUTO,herb,fresh thyme,fresh thyme sprigs,COMPONENT,medium,fresh thyme,,20,each,false,A package of fresh thyme divides into sprigs; taking sprigs consumes the package.
arbiter-resolved,AUTO,hominy,hominy,white hominy,SUBSUMES,medium,,hominy,,,,"Canned hominy is marketed in exactly two colour varieties, white and golden/yellow, which exhaust the bare category; neither is an unmarked default since both are labelled on the can. So 'hominy' is the generic and 'white hominy' a specific kind of it — a shopper needing hominy is served by white hominy, but a recipe specifying white hominy is not served by golden."
ai-judged,AUTO,ice water,ice water,ice-cold water,SYNONYM,high,,,,,,Both names denote the same thing: water chilled with ice / to near-freezing. A shopper (or cook) handed either name produces the identical item — no second purchase or extra step. Purely a naming variant.
ai-judged,AUTO,italian seasoning,dried italian seasoning,italian seasoning,SYNONYM,high,,,,,,"Italian seasoning is by definition a dried herb blend; the word 'dried' is redundant restatement of the default form, not a distinguishing qualifier. Either name buys the same jar."
ai-judged,AUTO,jalape o,fresh jalapeño,jalapeño,SYNONYM,high,,,,,,"Bare ""jalapeño"" in a recipe means the fresh chile; ""fresh jalapeño"" just makes the default explicit. Same produce bin, one purchase."
arbiter-resolved,AUTO,jalape o,fresh jalapeño,"jalapeño, stemmed and halved",SYNONYM,high,,,,,,"Both name the same fresh jalapeño purchase; 'stemmed and halved' is knife work done at home, not a different product on the shelf. Consistent with the family's high-confidence 'fresh jalapeño ~ sliced jalapeño' = SYNONYM."
ai-judged,AUTO,jalape o,fresh jalapeño,sliced jalapeño,SYNONYM,high,,,,,,"Slicing is a pure transformation of the fresh pepper — nothing goes in the bin, one purchase covers both names."
arbiter-resolved,AUTO,jalape o,"jalapeño, stemmed and halved",sliced jalapeño,SYNONYM,high,,,,,,Halved and sliced are two cuts of the identical fresh jalapeño; one trip to the shelf serves either. Matches the family's settled treatment of prep forms.
arbiter-resolved,AUTO,jalape o,jalapeño,"jalapeño, stemmed and halved",SYNONYM,high,,,,,,"'jalapeño' and 'jalapeño, stemmed and halved' are the same purchase, the second merely specifying preparation. Follows from 'jalapeño ~ sliced jalapeño' = SYNONYM (high)."
ai-judged,AUTO,jalape o,jalapeño,pickled jalapeño brine,DISTINCT,high,,,,,,"Fresh jalapeños yield no brine; the brine comes from a jar of pickled jalapeños, a separate purchase entirely."
ai-judged,AUTO,jalape o,jalapeño,pickled jalapeño slices,DISTINCT,high,,,,,,"Fresh chile versus a jar of pickled slices — different products on different aisles, like fresh basil vs dried basil."
ai-judged,AUTO,jalape o,jalapeño,sliced jalapeño,SYNONYM,high,,,,,,"""Sliced"" is a transforming prep qualifier on the same fresh jalapeño; nothing is thrown away and no second purchase is needed."
arbiter-resolved,AUTO,juice pineapple,canned pineapple chunks in juice,pineapple juice,COMPONENT,high,canned pineapple chunks in juice,,0.5,cup,true,"A can of pineapple chunks packed in juice is one purchase; the juice is simply drained off it, so the juice is a part derived from the can rather than a separate shelf item. Draining leaves the chunks fully usable, so both parts come off the same purchase."
arbiter-resolved,AUTO,juice pineapple,pineapple juice,reserved pineapple juice,SYNONYM,high,,,,,,"""Reserved"" is a recipe-flow qualifier indicating the juice was set aside earlier (typically drained from the can); it names no different product or processing state. The shopper buys nothing extra and the substance is identical pineapple juice."
ai-judged,AUTO,kielbasa,kielbasa (smoked polish sausage),smoked kielbasa,SYNONYM,high,,,,,,"""kielbasa (smoked polish sausage)"" is just the parenthetical gloss of the same product; a shopper handed either name buys the same smoked kielbasa ring."
ai-judged,AUTO,kielbasa,smoked kielbasa,smoked kielbasa sausage,SYNONYM,high,,,,,,"""sausage"" is a redundant appositive — kielbasa IS a sausage. Same package, same shelf."
arbiter-resolved,AUTO,kielbasa,smoked kielbasa,smoked pork kielbasa,SUBSUMES,high,,smoked kielbasa,,,,"""Smoked kielbasa"" is unqualified on the meat axis — it is sold as pork, beef, pork-beef blend, and turkey, so the qualified variants exhaust the bare name rather than the bare name denoting one default variety. ""Smoked pork kielbasa"" fixes that axis, and a shopper needing smoked kielbasa is fully satisfied by the pork version, but not the reverse. First name is the generic."
ai-judged,AUTO,kimchi,kimchi,kimchi brine,COMPONENT,high,kimchi,,0.5,cup,true,"One jar of kimchi supplies both the vegetable and the liquid it sits in; no second purchase needed, you just pour off the brine."
ai-judged,AUTO,kimchi,kimchi,kimchi juice,COMPONENT,high,kimchi,,0.5,cup,true,"Kimchi juice is the liquid from the same jar of kimchi — analogous to kimchi brine, so labeled the same way."
arbiter-resolved,AUTO,kimchi,kimchi,napa cabbage kimchi,SUBSUMES,medium,,kimchi,,,,"""Kimchi"" is a genuine umbrella category spanning napa cabbage (baechu), radish (kkakdugi), cucumber (oi sobagi) and other kinds; a recipe calling for plain kimchi is satisfied by napa cabbage kimchi, but a recipe specifying napa cabbage kimchi is not satisfied by radish kimchi. Napa being the commonest default weakens but does not eliminate the hierarchy, since the bare term is used for the whole class rather than only the napa product."
ai-judged,AUTO,lamb shoulder,bone-in lamb shoulder,boneless lamb shoulder,DISTINCT,high,,,,,,"Both names are qualified on the same axis (bone state), and they are opposite specifics. A shopper who bought bone-in and needs boneless (or vice versa) must buy a different cut — different weight, different cooking behavior. Two specifics never subsume each other."
arbiter-resolved,AUTO,mayonnaise,japanese mayonnaise,mayonnaise,SUBSUMES,medium,,mayonnaise,,,,"""Mayonnaise"" is the umbrella name for the condiment category rather than the label of one standard-issue jar; Japanese mayonnaise (Kewpie style, rice vinegar, yolk-only, MSG) is a named style within it. A shopper who needs mayonnaise is served by a bottle of Kewpie, while a recipe specifying Japanese mayo is not satisfied by any generic jar — the one-directional substitutability that defines SUBSUMES. The second name is the generic, so genericIsA is false."
ai-judged,AUTO,molass,molasses,pomegranate molasses,DISTINCT,high,,,,,,"Despite the shared word, these are unrelated products: molasses is the syrup byproduct of sugarcane/sugar-beet refining, while pomegranate molasses is reduced pomegranate juice. A shopper holding one and needing the other must make a second purchase; 'molasses' unqualified does not cover the pomegranate syrup."
ai-judged,AUTO,mustard,black mustard seeds,mustard,DISTINCT,high,,,,,,"Whole black mustard seeds are a spice jar; ""mustard"" in a catalog denotes the prepared condiment. Two separate purchases."
ai-judged,AUTO,mustard,brown mustard seeds,mustard,DISTINCT,high,,,,,,"Whole brown mustard seeds (spice) versus prepared mustard condiment — different products, second purchase required."
arbiter-resolved,AUTO,mustard,creole mustard,mustard,SUBSUMES,medium,,mustard,,,,"Bare ""mustard"" is the generic prepared-condiment category; creole mustard is one specific style of it. The generic is the SECOND name here, so the direction from the first pass was inverted, not the label."
arbiter-resolved,AUTO,mustard,dijon mustard,mustard,SUBSUMES,medium,,mustard,,,,"Dijon is a specific style of prepared mustard; the unqualified ""mustard"" is the generic. Direction corrected: the generic is the second name."
ai-judged,AUTO,mustard,dry mustard powder,mustard,DISTINCT,high,,,,,,Dry mustard powder is a ground spice; prepared mustard is a wet condiment jar. Separate purchases.
ai-judged,AUTO,mustard,dry mustard,dry mustard powder,SYNONYM,high,,,,,,"""Dry mustard"" and ""dry mustard powder"" name the same tin of ground mustard."
ai-judged,AUTO,mustard,dry mustard,ground mustard,SYNONYM,high,,,,,,Dry mustard and ground mustard are the same product under two names.
ai-judged,AUTO,mustard,dry mustard,mustard,DISTINCT,high,,,,,,Ground dry spice versus prepared condiment — a shopper with one must buy the other.
ai-judged,AUTO,mustard,dry mustard,mustard greens,DISTINCT,high,,,,,,A spice powder and a leafy green vegetable; only the word is shared.
ai-judged,AUTO,mustard,dry mustard,yellow mustard,DISTINCT,high,,,,,,Dry ground mustard versus prepared yellow mustard squeeze bottle — two products.
ai-judged,AUTO,mustard,ground mustard,mustard,DISTINCT,high,,,,,,Ground mustard spice versus prepared mustard condiment — separate purchases.
ai-judged,AUTO,mustard,ground mustard,mustard greens,DISTINCT,high,,,,,,Ground spice versus fresh leafy greens; unrelated purchases.
ai-judged,AUTO,mustard,ground mustard,yellow mustard,DISTINCT,high,,,,,,Ground mustard powder versus prepared yellow mustard — two different products.
arbiter-resolved,AUTO,mustard,mustard,mustard greens,DISTINCT,high,,,,,,"""Mustard greens"" is a fresh leafy vegetable, not a variety of the prepared condiment; ""greens"" is not a colour qualifier on the condiment. A shopper with jarred mustard must still buy greens."
ai-judged,AUTO,mustard,mustard,mustard seeds,DISTINCT,high,,,,,,Whole mustard seeds (spice) versus prepared mustard condiment; you cannot substitute either without a second purchase.
arbiter-resolved,AUTO,mustard,mustard,whole grain mustard,SUBSUMES,medium,,mustard,,,,"Whole grain mustard is a specific style within the generic prepared-mustard category named by bare ""mustard""; the generic is the first name."
arbiter-resolved,AUTO,mustard,mustard,whole-grain creole mustard,SUBSUMES,medium,,mustard,,,,"Whole-grain creole mustard is a doubly-qualified specific prepared mustard; bare ""mustard"" (first name) is the generic that it satisfies."
arbiter-resolved,AUTO,mustard,mustard,whole-grain dijon mustard,SUBSUMES,medium,,mustard,,,,"Whole-grain dijon is a specific prepared mustard falling under the generic bare ""mustard"", which is the first name."
arbiter-resolved,AUTO,mustard,mustard,whole-grain mustard,SUBSUMES,medium,,mustard,,,,"Same as ""whole grain mustard"": a specific style of prepared mustard under the generic first name ""mustard""."
arbiter-resolved,AUTO,mustard,mustard,yellow mustard,SUBSUMES,medium,,mustard,,,,"Yellow (American) mustard is a specific style of prepared mustard; a recipe calling for plain ""mustard"" is satisfied by it, but a yellow-mustard call is not met by dijon. Generic is the first name. The mustard-greens pair is not a colour sibling — greens are a different product entirely — so no contradiction."
arbiter-resolved,AUTO,nut pine,pine nuts,toasted pine nuts,SYNONYM,medium,,,,,,"Toasting pine nuts is a cook-side preparation step performed in the pan, not a separate shelf product: a recipe calling for toasted pine nuts is satisfied by the single bag of pine nuts you buy, and nothing is discarded or separated in the process. This differs from cases like whole peppercorns vs. ground pepper, which are sold as distinct packaged goods. One purchase, one trip to the shelf, so SYNONYM."
arbiter-resolved,AUTO,nut_seed,black mustard seeds,brown mustard seeds,DISTINCT,high,,,,,,"Black and brown mustard seed are two named varieties on the same colour/variety axis; neither name covers the other, so a shopper holding one must still buy the other. Two specifics are never SUBSUMES."
arbiter-resolved,AUTO,nut_seed,black mustard seeds,mustard seeds,SUBSUMES,medium,,mustard seeds,,,,"'Mustard seeds' unqualified spans yellow, brown and black with no single dominant default; 'black mustard seeds' fixes the variety axis. Generic is the second name, consistent with the brown-vs-generic pair in this family."
arbiter-resolved,AUTO,nut_seed,black sesame seeds,sesame seeds,SUBSUMES,medium,,sesame seeds,,,,"'Sesame seeds' leaves the colour axis open and is satisfied by black sesame seeds; the reverse fails. Mirrors the settled 'sesame seeds ~ white sesame seeds' reading, with black and white as DISTINCT siblings beneath it."
ai-judged,AUTO,nut_seed,black sesame seeds,toasted sesame seeds,DISTINCT,high,,,,,,"""black"" fixes colour, ""toasted"" fixes the roast/treatment axis — different axes, neither contains the other."
ai-judged,AUTO,nut_seed,black sesame seeds,white sesame seeds,DISTINCT,high,,,,,,Two specific colours of sesame seed; two separate jars.
arbiter-resolved,AUTO,nut_seed,brown mustard seeds,mustard seeds,SUBSUMES,medium,,mustard seeds,,,,"Same structure as the black-mustard pair: 'mustard seeds' is the open variety term, 'brown mustard seeds' the specific. Generic is the second name."
ai-judged,AUTO,nut_seed,candied walnuts,walnuts,DISTINCT,high,,,,,,Candied walnuts are a sugar-coated confection requiring another purchase or a separate cooking step; plain walnuts do not satisfy a demand for them.
ai-judged,AUTO,nut_seed,coriander seeds,whole coriander seeds,SYNONYM,high,,,,,,"Coriander seeds are sold whole by default; ""whole"" is redundant. Same jar."
ai-judged,AUTO,nut_seed,creamy peanut butter,peanuts,DISTINCT,high,,,,,,Peanut butter is a separate manufactured jar; holding peanuts does not give you creamy peanut butter without a second purchase or processing.
arbiter-resolved,AUTO,nut_seed,crushed roasted peanuts,peanuts,SUBSUMES,medium,,peanuts,,,,"Crushing is a trivial transform of roasted peanuts (the family already treats 'crushed roasted peanuts' as the same purchase as 'roasted peanuts'), and bare 'peanuts' leaves roast open, so it is satisfied by them. Generic is the second name."
ai-judged,AUTO,nut_seed,crushed roasted peanuts,roasted peanuts,SYNONYM,high,,,,,,Crushing transforms the whole purchase and discards nothing — same bag of roasted peanuts.
arbiter-resolved,AUTO,nut_seed,crushed roasted peanuts,roasted unsalted peanuts,DISTINCT,high,,,,,,"Both names are qualified, and on different axes: crushed/roasted versus roasted/unsalted. Neither is the less-qualified term, so no subsumption holds; two specifics are DISTINCT."
ai-judged,AUTO,nut_seed,cumin seeds,whole cumin seeds,SYNONYM,high,,,,,,"Cumin seeds are whole by definition; ""whole"" is redundant. Same jar."
ai-judged,AUTO,nut_seed,natural peanut butter,peanuts,DISTINCT,high,,,,,,Natural peanut butter is a separate jar on the shelf; peanuts do not yield it without processing.
ai-judged,AUTO,nut_seed,peanut butter,peanuts,DISTINCT,high,,,,,,Peanut butter is its own manufactured product requiring a separate purchase; a bag of peanuts does not contain it.
arbiter-resolved,AUTO,nut_seed,peanuts,roasted peanuts,SUBSUMES,medium,,peanuts,,,,"Bare 'peanuts' leaves the roast axis open and is satisfied by roasted peanuts, while a recipe specifying roasted is not satisfied by raw. Generic is the first name."
arbiter-resolved,AUTO,nut_seed,peanuts,roasted unsalted peanuts,SUBSUMES,medium,,peanuts,,,,Bare 'peanuts' is unspecified on both roast and salt and is satisfied by roasted unsalted peanuts; the reverse fails. Generic is the first name.
ai-judged,AUTO,nut_seed,poppy seed hot dog buns,poppy seeds,DISTINCT,high,,,,,,A bakery bun that happens to be topped with poppy seeds; buying buns does not give you usable poppy seeds.
arbiter-resolved,AUTO,nut_seed,raw almonds,sliced almonds,DISTINCT,high,,,,,,"'Raw' fixes the roast axis, 'sliced' fixes the cut axis; qualified on different axes and sold as separate packaged products, so neither covers the other."
ai-judged,AUTO,nut_seed,raw cashews,roasted cashews,DISTINCT,high,,,,,,Two specifics on the same roast axis — raw and roasted cashews are two different bags.
ai-judged,AUTO,nut_seed,raw cashews,roasted unsalted cashews,DISTINCT,high,,,,,,Raw versus roasted are opposed specifics on the roast axis; a second purchase is required either way.
arbiter-resolved,AUTO,nut_seed,raw cashews,toasted cashews,DISTINCT,high,,,,,,"Toasted cashews are heat-treated; a shopper with raw cashews must roast or buy them. Same shape as 'raw cashews ~ roasted cashews', already settled DISTINCT at high confidence."
arbiter-resolved,AUTO,nut_seed,roasted cashews,roasted unsalted cashews,SUBSUMES,medium,,roasted cashews,,,,'Roasted cashews' says nothing about salt and is satisfied by roasted unsalted cashews; a recipe demanding unsalted is not served by salted. Generic is the first name.
arbiter-resolved,AUTO,nut_seed,roasted cashews,toasted cashews,SYNONYM,medium,,,,,,"For nuts, 'toasted' and 'roasted' name the same dry-heat treatment; 'toasted cashews' is recipe wording for the same shelf product, not a separate purchase."
arbiter-resolved,AUTO,nut_seed,roasted peanuts,roasted unsalted peanuts,SUBSUMES,medium,,roasted peanuts,,,,"'Roasted peanuts' leaves the salt axis open and is satisfied by roasted unsalted peanuts; the reverse fails. Generic is the first name, matching the cashew pair."
arbiter-resolved,AUTO,nut_seed,roasted unsalted cashews,toasted cashews,SUBSUMES,medium,,toasted cashews,,,,"Since toasted equals roasted for nuts, 'toasted cashews' is the salt-unspecified term and 'roasted unsalted cashews' the specific beneath it. Generic is the second name, consistent with the roasted/roasted-unsalted pair."
arbiter-resolved,AUTO,nut_seed,sesame seeds,toasted sesame seeds,DISTINCT,high,,,,,,Processing state is a product difference: plain sesame seeds are sold raw and getting toasted seeds requires a different package or a toasting step.
arbiter-resolved,AUTO,nut_seed,sesame seeds,white sesame seeds,SUBSUMES,medium,,sesame seeds,,,,"Bare 'sesame seeds' leaves colour open and is satisfied by white sesame seeds, while a recipe specifying white is not served by black. Generic is the first name."
arbiter-resolved,AUTO,nut_seed,slivered almonds,toasted slivered almonds,DISTINCT,high,,,,,,"Toasting is a processing difference, not a variety of slivered almonds; the toasted form is a separate product or an extra step, as with plain vs toasted sesame seeds."
ai-judged,AUTO,nut_seed,toasted sesame seeds,white sesame seeds,DISTINCT,high,,,,,,"""toasted"" fixes the treatment axis and ""white"" fixes the colour axis; neither name contains the other."
arbiter-resolved,AUTO,nut_seed,walnut halves,walnuts,SUBSUMES,medium,,walnuts,,,,'Walnuts' is the open term for shelled walnut meat (halves and pieces); 'walnut halves' fixes the piece size and satisfies any call for walnuts. Generic is the second name.
arbiter-resolved,AUTO,nutmeg,freshly grated nutmeg,ground nutmeg,DISTINCT,high,,,,,,"Freshly grated nutmeg is produced at use time from a whole seed (the family already settles ""freshly grated nutmeg"" ~ ""whole nutmeg"" as COMPONENT, and ""ground nutmeg"" ~ ""whole nutmeg"" as DISTINCT). Pre-ground nutmeg is a separate jar off the shelf; a shopper with one must still buy the other. Same relation as whole peppercorns vs ground pepper."
arbiter-resolved,AUTO,nutmeg,freshly grated nutmeg,nutmeg,SUBSUMES,medium,,nutmeg,,,,"Bare ""nutmeg"" is the form-unspecified catalog name for the spice; the retail shelf carries both whole and ground under it, so no single form is the unambiguous default the way ""large"" is for eggs. A demand for plain nutmeg is met by freshly grating your own; a recipe specifying freshly grated is not met by a generic listing. Second name is the generic."
ai-judged,AUTO,nutmeg,freshly grated nutmeg,whole nutmeg,COMPONENT,high,whole nutmeg,,2,tsp,false,"You buy whole nutmeg seeds and grate them; freshly grated nutmeg comes off that same purchase with no second trip, only work. One whole nutmeg grates to roughly 2–3 tsp and is used up in the process."
arbiter-resolved,AUTO,nutmeg,ground nutmeg,nutmeg,SUBSUMES,medium,,nutmeg,,,,"""Nutmeg"" leaves the form open and covers both the whole seed and the ground jar; ""ground nutmeg"" fixes the form. A call for nutmeg is satisfied by the ground jar, but a call for ground nutmeg is not satisfied by a whole seed. The generic is the second name, ""nutmeg""."
ai-judged,AUTO,nutmeg,ground nutmeg,whole nutmeg,DISTINCT,high,,,,,,"Two different shelf products: a jar of pre-ground powder versus whole nutmeg seeds. Holding one and needing the other requires a second purchase (or grinding), exactly like peppercorns vs. ground pepper."
arbiter-resolved,AUTO,nutmeg,nutmeg,whole nutmeg,SUBSUMES,medium,,nutmeg,,,,"Consistent with the other two bare-name pairs: ""nutmeg"" is the form-unspecified parent term, ""whole nutmeg"" the intact-seed specific. A demand for nutmeg is met by whole nutmeg; a recipe asking for a whole seed is not met by a powder jar. First name is the generic."
arbiter-resolved,AUTO,oil_fat,canned tuna in olive oil,olive oil,COMPONENT,medium,canned tuna in olive oil,,2,tbsp,true,"A can of tuna packed in olive oil is one purchase that yields both the tuna and the drainable packing oil, exactly parallel to a jar of pepperoncini yielding its brine. The oil is derived from the can, not separately bought."
arbiter-resolved,AUTO,oil_fat,dark sesame oil,sesame oil,SUBSUMES,medium,,sesame oil,,,,'Sesame oil' unqualified spans both light/refined and dark/toasted bottles; 'dark' fixes the roast axis and is a specific kind. Generic is the second name. Consistent with 'sesame oil' ~ 'toasted sesame oil' and with dark = toasted being synonyms.
ai-judged,AUTO,oil_fat,dark sesame oil,toasted sesame oil,SYNONYM,high,,,,,,Dark sesame oil is the standard trade name for toasted sesame oil — identical bottle.
ai-judged,AUTO,oil_fat,extra virgin olive oil,extra-virgin olive oil,SYNONYM,high,,,,,,Pure hyphenation variant of the same product name.
arbiter-resolved,AUTO,oil_fat,extra virgin olive oil,olive oil,SUBSUMES,medium,,olive oil,,,,"Extra virgin is a specific grade of olive oil; a call for 'olive oil' is satisfied by an EVOO bottle, but a call for extra virgin is not satisfied by refined/pure olive oil. Generic is the second name. Overturns the SYNONYM reading."
arbiter-resolved,AUTO,oil_fat,extra-virgin olive oil,olive oil,SUBSUMES,medium,,olive oil,,,,Identical to the unhyphenated form: 'extra-virgin' names a specific grade under the generic 'olive oil'. Generic is the second name.
ai-judged,AUTO,oil_fat,neutral cooking oil,neutral oil,SYNONYM,high,,,,,,'Cooking' adds no product distinction; same shelf item.
ai-judged,AUTO,oil_fat,neutral oil (for frying),neutral oil for frying,SYNONYM,high,,,,,,Identical name differing only in parentheses around the use note.
ai-judged,AUTO,oil_fat,neutral oil,neutral oil (for frying),SYNONYM,high,,,,,,"'For frying' is a use annotation within the recipe, not a different product; the same bottle satisfies both."
ai-judged,AUTO,oil_fat,neutral oil,neutral oil for frying,SYNONYM,high,,,,,,"'For frying' states the use, not a distinct purchase; same neutral oil."
arbiter-resolved,AUTO,oil_fat,neutral oil,neutral vegetable oil,SYNONYM,medium,,,,,,"Neutral cooking oils (canola, grapeseed, sunflower, soybean) are all vegetable oils; 'neutral vegetable oil' is simply a wordier label for the same bottle a shopper reaches for as 'neutral oil'."
arbiter-resolved,AUTO,oil_fat,neutral vegetable oil,vegetable oil,SYNONYM,medium,,,,,,"Bottled 'vegetable oil' is by definition the bland, high-smoke-point product; adding 'neutral' describes rather than narrows it, so both names buy the same bottle."
ai-judged,AUTO,oil_fat,olive oil,olive oil spray,DISTINCT,high,,,,,,An aerosol/pump spray can is a separate purchase from a bottle of olive oil.
arbiter-resolved,AUTO,oil_fat,sesame oil,toasted sesame oil,SUBSUMES,medium,,sesame oil,,,,"Bare 'sesame oil' leaves the roast axis open (light/refined or toasted); 'toasted' fixes it to a specific bottle. Generic is the first name, mirroring the 'dark sesame oil' pairing."
ai-judged,AUTO,oil_fat,vegetable oil,"vegetable oil, for frying",SYNONYM,high,,,,,,"'For frying' is a use note, not a product difference; one bottle covers both."
ai-judged,AUTO,okra,fresh okra,frozen sliced okra,DISTINCT,high,,,,,,"Fresh produce okra versus a frozen, pre-sliced bag: two different products in two different parts of the store, requiring separate purchases."
arbiter-resolved,AUTO,okra,fresh okra,okra,SUBSUMES,high,,okra,,,,"""Okra"" as written leaves the preservation axis open (fresh, frozen, canned, pickled all appear under that bare name), while ""fresh okra"" pins it to the produce-section product. A recipe calling for okra is fully satisfied by fresh okra; a recipe specifically calling for fresh okra is not satisfied by a frozen bag. Second name is the generic."
arbiter-resolved,AUTO,okra,frozen sliced okra,okra,SUBSUMES,medium,,okra,,,,"Consistent with the family's treatment of ""okra"" as the open generic: frozen sliced okra fixes both the preservation and cut axes and is a recognized purchase form that satisfies a plain call for okra (as in gumbo), while the reverse fails. The two qualified forms (fresh vs frozen sliced) remain DISTINCT siblings, which this reading preserves. Second name is the generic."
ai-judged,AUTO,orzo,orzo,orzo pasta,SYNONYM,high,,,,,,"""Orzo"" and ""orzo pasta"" name the identical box of rice-shaped pasta; the word ""pasta"" adds no distinguishing qualifier."
arbiter-resolved,AUTO,pappardelle,dried pappardelle pasta,pappardelle,SUBSUMES,high,,pappardelle,,,,"""pappardelle"" is the bare name and does not fix the fresh-vs-dried axis; fresh and dried pappardelle together exhaust it, and neither is a lone default (fresh egg pappardelle is as standard as the boxed dried version). ""Dried pappardelle pasta"" names the specific dried boxed product, which satisfies a call for plain pappardelle, but not the reverse. Second name is the generic."
arbiter-resolved,AUTO,paprika,paprika,smoked paprika,DISTINCT,high,,,,,,"Bare 'paprika' denotes the plain/sweet ground pepper — the default jar — while smoked paprika (pimentón) is a separately purchased spice with a wholly different flavor. The bare name is a sibling default, not a parent, so no subsumption; a shopper with one must still buy the other. Consistent with the family's high-confidence 'smoked paprika ~ sweet paprika' = DISTINCT."
arbiter-resolved,AUTO,paprika,paprika,sweet hungarian paprika,SUBSUMES,medium,,paprika,,,,"'Paprika' = plain sweet paprika with origin unspecified; 'sweet hungarian paprika' fixes the origin axis within that same sweet tier. A recipe calling for paprika is satisfied by sweet Hungarian, not conversely. Mirrors 'sweet paprika ~ sweet hungarian paprika'."
arbiter-resolved,AUTO,paprika,paprika,sweet paprika,SYNONYM,medium,,,,,,"Unqualified 'paprika' on the shelf is the standard non-smoked, non-hot ground paprika — the same jar labelled 'sweet paprika'. One product, one purchase; 'sweet' is merely explicit labelling of the default."
